,PupilMatchingRefAnonymous_AUT20,NCYearActual_AUT20,URN_AUT20,hh_id
612301,1621,7,95061,hh_3006668
612305,1623,7,95062,hh_3005919
612311,1626,7,132193,hh_3001180
612312,1627,7,95066,hh_3005983
612314,1629,7,95065,hh_3006032
612315,1630,7,95062,hh_3005328
612316,1631,7,95061,hh_3007320
612318,1633,7,95065,hh_3006948
612319,1634,7,132193,hh_3001800
612320,1635,8,95062,hh_3005529
612323,1637,8,95064,hh_3007441
612327,1639,7,95067,hh_2980218
612328,1640,7,95065,hh_2604506
612330,1642,7,95066,hh_3006225
612331,1643,7,95063,hh_3002153
612332,1644,7,95068,hh_2981655
612335,1646,7,95068,hh_3006644
612340,1649,7,95061,hh_2980100
612343,1652,7,95065,hh_3006159
612344,1653,7,95063,hh_2979375
612349,1658,7,95061,hh_3006470
612352,1661,7,95068,hh_2596356
612353,1662,7,95063,hh_2979704
613608,1663,7,95063,hh_2560060
613609,1664,7,95065,hh_2624096
619018,1672,6,95032,hh_3001264
620253,1674,6,95022,hh_2626198
623353,1678,6,95051,hh_3000078
623853,1680,7,95065,hh_3006219
623866,1681,7,132193,hh_3001830
623867,1682,7,132193,hh_3001830
623869,1684,7,95061,hh_3006475
623871,1686,7,95061,hh_2981360
623874,1689,7,95061,hh_3007204
627138,1692,8,95063,hh_2981753
627142,1694,7,95071,hh_3007319
628566,1697,7,95062,hh_3006080
628568,1698,7,95067,hh_2978882
628576,1700,7,95061,hh_3001274
628581,1704,7,95061,hh_3000301
628582,1705,7,95067,hh_2979995
628590,1708,7,95062,hh_3008471
628592,1710,7,95065,hh_3005276
628594,1712,8,95063,hh_4656911
628601,1713,7,95065,hh_3005525
628608,1715,7,95061,hh_4656336
628612,1716,7,132193,hh_3001212
628617,1719,7,95067,hh_2980580
628625,1726,7,95062,hh_3000676
628626,1727,7,95071,hh_3000495
628629,1729,13,95065,hh_2605322
629727,1731,7,95061,hh_2980220
629729,1733,7,95063,hh_2979294
629730,1734,7,95062,hh_3006838
631922,1740,7,95071,hh_3007336
632136,1743,8,132193,hh_3001872
632143,1747,7,95068,hh_3005916
632144,1748,7,95068,hh_3005938
632145,1749,7,95065,hh_3005464
632146,1750,7,95068,hh_3006860
632152,1752,7,95068,hh_2982018
632153,1753,7,95062,hh_3006532
632154,1754,7,95065,hh_2605310
632156,1755,7,95064,hh_3007767
632159,1757,8,95066,hh_2626928
632171,1762,7,95068,hh_2981459
632172,1763,11,132193,hh_3001955
632181,1771,7,95064,hh_3008095
632182,1772,7,95063,hh_2979470
632397,1773,7,95066,hh_3005856
632488,1775,6,95052,hh_4656444
632989,1777,6,95054,hh_3010089
633022,1778,6,95027,hh_2982089
633365,1779,6,95021,hh_3014162
634706,1781,6,95053,hh_2998392
634752,1782,6,95039,hh_2604589
634920,1784,6,127257,hh_3008320
636181,1785,6,95046,hh_3006307
637480,1786,6,95060,hh_2982060
638514,1788,7,132193,hh_3014282
638604,1789,9,95067,hh_3006331
640144,1793,7,132193,hh_3014573
640446,1794,6,95035,hh_2979364
641503,1797,6,95045,hh_3006551
641843,1798,6,95021,hh_3020379
641971,1799,6,95033,hh_2981487
644443,1803,7,95064,hh_3010979
644497,1804,6,95046,hh_3000374
644596,1805,8,95064,hh_3007946
644790,1806,6,127257,hh_3008441
645990,1808,6,127257,hh_1695187
646625,1813,7,95063,hh_2979854
646626,1814,7,95063,hh_2979902
646631,1815,7,95063,hh_2979570
646635,1817,7,95063,hh_3000393
646637,1819,7,95068,hh_3006578
646638,1820,7,95062,hh_3006879
646639,1821,7,95061,hh_3006577
646640,1822,7,95061,hh_2981320
646641,1823,7,95061,hh_2981364
646650,1826,7,95066,hh_3005776
646652,1827,7,95065,hh_2623988
646654,1829,7,95068,hh_3000564
646656,1831,7,95065,hh_3005329
646660,1834,7,95067,hh_4656710
646661,1835,7,132193,hh_3007830
646667,1838,7,95063,hh_4656095
646671,1840,7,132193,hh_3008638
646673,1841,8,132193,hh_3008456
646675,1843,7,95066,hh_3006190
646677,1844,7,95063,hh_2980458
646678,1845,7,95066,hh_3005869
646680,1846,7,95061,hh_3000680
646681,1847,7,95062,hh_2605318
646684,1849,11,95062,hh_2605322
646687,1851,7,95063,hh_2979296
646688,1852,7,95063,hh_3006022
646689,1853,7,95067,hh_2979525
647177,1854,7,95062,hh_1365441
647330,1856,6,95022,hh_2982373
648078,1858,6,95039,hh_3005573
648509,1860,6,95047,hh_3007222
648517,1861,6,95031,hh_4656500
648773,1863,6,95034,hh_1434564
648890,1864,7,95063,hh_2979623
649465,1867,7,95063,hh_1434942
650160,1869,7,95071,hh_2630582
650374,1871,6,95032,hh_3014419
650567,1872,7,95065,hh_3005603
650847,1874,6,95055,hh_2979122
653005,1876,6,95035,hh_3007162
653395,1878,9,95063,hh_2987555
653396,1879,9,95064,hh_2995156
653605,1881,7,95067,hh_4656682
654022,1882,8,132193,hh_3000965
654191,1887,7,95068,hh_3006557
654194,1890,7,132193,hh_3001334
654195,1891,7,132193,hh_3009052
654196,1892,7,95062,hh_3002147
654202,1893,7,95062,hh_2978992
654206,1896,7,95067,hh_2980258
654212,1898,7,95062,hh_3005529
654213,1899,7,95065,hh_3006726
654216,1901,7,95062,hh_2604786
654220,1904,7,95064,hh_2995667
654221,1905,7,95067,hh_2979441
654224,1907,7,95063,hh_2982397
654225,1908,7,95061,hh_2982416
654226,1909,7,95061,hh_3005670
654239,1915,7,95066,hh_3005679
654240,1916,7,95063,hh_2980645
654250,1925,8,95068,hh_2981393
654251,1926,7,95061,hh_2981411
654252,1927,11,95063,hh_2981703
655306,1930,6,127257,hh_3011117
656999,1932,6,95022,hh_3005979
657128,1933,6,95055,hh_2979986
657822,1935,6,125354,hh_1434874
657898,1936,6,95022,hh_1434499
658354,1937,6,95030,hh_2980415
659841,1941,6,95022,hh_2604526
659864,1942,6,127257,hh_3010585
659894,1943,6,95033,hh_3007262
661638,1954,7,95071,hh_2630440
661943,1955,6,95032,hh_2981431
662072,1956,6,95031,hh_3001857
663654,1958,6,95057,hh_2982147
664307,1959,6,95035,hh_2979385
664677,1961,6,95020,hh_4656321
664886,1962,7,132193,hh_3014594
665865,1965,13,95071,hh_2563675
665892,1966,6,95051,hh_3007211
666353,1967,12,95064,hh_3014447
666965,1968,6,95025,hh_2979674
667673,1971,6,95021,hh_3014126
668850,1973,6,127257,hh_3008956
668955,1974,6,95045,hh_2979242
669003,1975,6,95041,hh_3000373
669636,1977,7,95071,hh_4553770
673635,1985,6,95054,hh_3008939
673738,1986,6,95046,hh_3005922
674060,1987,6,95032,hh_3006491
674400,1988,8,95071,hh_3006794
675273,1992,6,125354,hh_2627408
676554,1997,6,95030,hh_2980280
677992,2000,6,127257,hh_3009731
678011,2001,6,95035,hh_3005659
678214,2003,6,95025,hh_2979731
679198,2005,6,95026,hh_3000784
680356,2008,6,95052,hh_4656540
680586,2009,6,95030,hh_4657083
681260,2011,6,95021,hh_2994507
682036,2012,7,95066,hh_3005983
683292,2014,6,95037,hh_3000436
683779,2016,6,95027,hh_3005488
683955,2017,6,95024,hh_3006777
685283,2021,6,95022,hh_2623973
685337,2022,6,95031,hh_3008561
685444,2023,6,127257,hh_3009515
686953,2028,6,95030,hh_2980155
687154,2030,6,95047,hh_3005681
687428,2031,6,95023,hh_3004830
687978,2033,6,127257,hh_3011325
688479,2036,6,95023,hh_3005101
688574,2037,6,95045,hh_2982136
689302,2038,6,95021,hh_2994329
689469,2039,6,95047,hh_3000537
689529,2040,6,95024,hh_3006541
689538,2041,6,95037,hh_3005324
690993,2045,6,95051,hh_3009048
691031,2046,6,95046,hh_3005959
693440,2050,6,95056,hh_2979617
693532,2053,6,127257,hh_3008654
693778,2054,6,95047,hh_3014199
693837,2055,6,95055,hh_2979796
693849,2056,7,95061,hh_2980660
694197,2058,6,95037,hh_3005290
694658,2062,8,132193,hh_3001198
695029,2065,6,134849,hh_2979218
695296,2066,6,95020,hh_2979447
696103,2068,6,95057,hh_2981608
696758,2069,6,95034,hh_2980069
696953,2070,7,95063,hh_2979530
696954,2071,7,95067,hh_2979400
697997,2072,6,95056,hh_2604824
698028,2073,6,95032,hh_2980662
698428,2074,6,95046,hh_3005988
699672,2076,7,95066,hh_3006322
700559,2078,8,95065,hh_4996023
700660,2079,6,95020,hh_4656207
700734,2081,7,95064,hh_3000176
701406,2084,7,95067,hh_2614581
701819,2086,5,95022,hh_2982435
703853,2089,7,95065,hh_2624669
705356,2094,6,95042,hh_3007765
705357,2095,7,132193,hh_3014183
705414,2101,6,95056,hh_2979230
705420,2102,7,95067,hh_2981168
705421,2103,7,95065,hh_2604283
705422,2104,7,95062,hh_3006605
705424,2105,6,95033,hh_2981398
705427,2106,7,95071,hh_3002008
705428,2107,6,95045,hh_2979181
705434,2109,7,95065,hh_3005225
705441,2113,6,95030,hh_2980013
705448,2117,6,95045,hh_3001483
705454,2120,6,95060,hh_2979472
705456,2121,6,95051,hh_3006543
705461,2124,6,95039,hh_2978863
705462,2125,6,95023,hh_3005070
705611,2127,5,95037,hh_3000831
706394,2129,7,95108,hh_3001016
706749,2131,7,95068,hh_2604480
707863,2136,9,95065,hh_4657040
708145,2139,7,95064,hh_3008115
708147,2141,7,132193,hh_3001119
708148,2142,6,127257,hh_3011333
708150,2143,7,95061,hh_3008150
708152,2144,7,95061,hh_3010990
708153,2145,7,95062,hh_2996457
708155,2146,7,95063,hh_2979893
708212,2151,6,95057,hh_3005994
708213,2152,7,132193,hh_3001513
708218,2153,6,95037,hh_3005521
708224,2155,6,95021,hh_3007586
708225,2156,6,95022,hh_2626928
708232,2157,7,95065,hh_3005190
708233,2158,6,95038,hh_3001673
708238,2161,7,95067,hh_2979690
708239,2162,7,95067,hh_2980525
708240,2163,6,95041,hh_2980422
708243,2165,6,95033,hh_3007109
708246,2168,7,95066,hh_4995543
708252,2170,7,95062,hh_3005294
708259,2174,6,95023,hh_2623769
708260,2175,7,95065,hh_2605315
708261,2176,7,95064,hh_3001125
708262,2177,7,95065,hh_2981071
708263,2178,6,95019,hh_2979761
708952,2183,7,95067,hh_1434724
708959,2184,7,95062,hh_4985724
708995,2187,7,95065,hh_2624542
709030,2188,7,132193,hh_3012335
709609,2190,6,95051,hh_2604307
711151,2194,6,95022,hh_2626961
711366,2195,5,95060,hh_2979880
714442,2199,7,95066,hh_4996220
714719,2200,7,95066,hh_3678998
717167,2202,12,95068,hh_2981375
717168,2203,6,95046,hh_3006218
717188,2204,6,95030,hh_2980420
718218,2205,6,95033,hh_3006509
718953,2207,7,95063,hh_2979390
719075,2210,7,95064,hh_2999115
719956,2212,6,95040,hh_3001444
719957,2213,6,95058,hh_3001596
719958,2214,6,95026,hh_3000354
719961,2216,7,95064,hh_2996117
720069,2218,8,95064,hh_2995676
721129,2221,6,127257,hh_3008442
721134,2222,6,131819,hh_2994971
721961,2224,6,95048,hh_1434836
721963,2225,7,132193,hh_3008565
721972,2229,7,95065,hh_3000583
721982,2232,6,95037,hh_3005295
721986,2234,6,134849,hh_3000610
721988,2236,7,95067,hh_2980416
721991,2238,7,95071,hh_2979252
721993,2240,6,95025,hh_2980633
722006,2249,7,95061,hh_3006492
722007,2250,7,132193,hh_3008686
722010,2251,7,95065,hh_3005932
722011,2252,7,95062,hh_2604510
722012,2253,6,95047,hh_3001998
722172,2256,7,95062,hh_2602550
722970,2263,6,95046,hh_3005662
723012,2264,6,95034,hh_2980423
724152,2265,6,95032,hh_3014814
724160,2266,7,95065,hh_2603102
724544,2270,6,95048,hh_1434601
724892,2272,6,95108,hh_2979642
726387,2274,7,95071,hh_3753004
727196,2275,6,95021,hh_2996184
731004,2283,7,95064,hh_2996247
731485,2285,7,95071,hh_2571368
732723,2286,6,95026,hh_3006797
733156,2287,7,95064,hh_2984284
733174,2288,7,95064,hh_2998799
734786,2289,6,95053,hh_1434419
734809,2290,6,95045,hh_2981366
736045,2291,6,95024,hh_3006801
737232,2294,6,95035,hh_3005578
737411,2297,6,95023,hh_2604978
737414,2298,6,95032,hh_3005761
737417,2300,6,95051,hh_3000349
737418,2301,6,95047,hh_2980299
737421,2303,7,95064,hh_3008142
737422,2304,6,95026,hh_3000681
737423,2305,6,95038,hh_3001497
737426,2306,8,95061,hh_2981213
737431,2308,7,95065,hh_2604265
737436,2310,6,95055,hh_2981820
737444,2315,6,95060,hh_4656158
737451,2318,6,95037,hh_3007375
737458,2323,6,95054,hh_3009050
737465,2326,6,95058,hh_3001338
737467,2327,7,95065,hh_3005531
737468,2328,6,95037,hh_3005304
737469,2329,6,95052,hh_4656318
737471,2331,6,95022,hh_2605485
738450,2336,6,95045,hh_2981689
738517,2337,6,95052,hh_4656405
739555,2341,7,95066,hh_1427953
739594,2342,7,95071,hh_3007860
739628,2343,7,95066,hh_2588477
743764,2348,7,95062,hh_3000203
744077,2349,7,95064,hh_2979753
745326,2350,7,95071,hh_2586534
745440,2351,6,95055,hh_2979161
745561,2353,6,95047,hh_3001585
746293,2354,7,95071,hh_3004435
746301,2355,7,95064,hh_2995474
746394,2356,7,132193,hh_2996148
747538,2358,6,95020,hh_4655993
747742,2359,6,95020,hh_4656249
750326,2362,8,95062,hh_3002143
751645,2363,8,95108,hh_3001474
752613,2364,6,95033,hh_3006837
753184,2366,7,95071,hh_2613188
753697,2367,6,95037,hh_3007209
754752,2369,6,95031,hh_3002128
754888,2370,11,95071,hh_2981375
754933,2372,6,95041,hh_2980127
755831,2373,7,95061,hh_3007298
756012,2374,9,132193,hh_3014112
756409,2375,6,95031,hh_2979028
757051,2376,6,95020,hh_4656099
757566,2378,6,95033,hh_2981288
757606,2379,6,95059,hh_3006731
758347,2380,6,127257,hh_3008692
758459,2382,6,95056,hh_2979632
758493,2383,7,95066,hh_2981867
758549,2384,6,95023,hh_2605290
759221,2385,6,95023,hh_3005121
760109,2386,6,125354,hh_4656678
760361,2388,6,95059,hh_3014261
760364,2390,7,95066,hh_3006186
760370,2394,7,95064,hh_3010094
760374,2395,7,95066,hh_3005963
760375,2396,7,95064,hh_3008152
761873,2402,6,95041,hh_3005433
764294,2404,6,95035,hh_3006261
765599,2406,6,95022,hh_2982444
767319,2410,7,132193,hh_3009087
770397,2411,6,95044,hh_3008529
772046,2412,6,95056,hh_2979999
772589,2414,6,95034,hh_2980412
772631,2415,6,95030,hh_2980154
773777,2419,6,95026,hh_3000692
773811,2420,6,95060,hh_2995741
774081,2422,6,95023,hh_2567255
774459,2423,6,95035,hh_2627094
774491,2424,6,95027,hh_2981635
774735,2425,6,95054,hh_2996088
775891,2426,6,95038,hh_3001655
776332,2428,6,95046,hh_3005414
776390,2429,6,95037,hh_3006738
776414,2430,6,95025,hh_2626997
776476,2431,5,95108,hh_3002077
777300,2432,7,95071,hh_2622244
780677,2439,7,95064,hh_3007935
781474,2440,6,95044,hh_3014389
781794,2441,6,95048,hh_4656745
781834,2442,6,95047,hh_3014189
782978,2444,7,95065,hh_3006308
783963,2447,6,95041,hh_2980554
784400,2448,6,95057,hh_2981114
784567,2451,6,95025,hh_2979819
784568,2452,6,95037,hh_3005322
784572,2456,7,95068,hh_2981085
785118,2462,7,132193,hh_3007628
785406,2463,7,95062,hh_3006589
785687,2465,6,127257,hh_3008637
786142,2467,6,95056,hh_3007004
789097,2472,6,95022,hh_3006254
789439,2473,6,95052,hh_4656450
789805,2474,6,95037,hh_3006900
789808,2475,7,132193,hh_3014364
789809,2476,6,95042,hh_3007436
789811,2477,6,95019,hh_3008743
789817,2479,7,132193,hh_3014525
789871,2482,6,95051,hh_2981592
789877,2486,7,95108,hh_3006590
789879,2487,7,132193,hh_3008325
790425,2490,6,95034,hh_3005432
791524,2493,6,95041,hh_2980347
791526,2494,6,95027,hh_2979069
791531,2496,6,95032,hh_2979217
791536,2501,7,95071,hh_2982321
791539,2503,6,95060,hh_2979816
791543,2505,7,95071,hh_2979299
791547,2507,7,95065,hh_2605358
791548,2508,6,95060,hh_2979323
791551,2509,6,95033,hh_2981629
791558,2513,7,95066,hh_4656981
791689,2515,7,95066,hh_2572041
793923,2524,6,95046,hh_2981647
795014,2528,6,95038,hh_3001672
795209,2529,7,95063,hh_2625577
795602,2530,6,95031,hh_3008167
797507,2534,6,95031,hh_3000723
798115,2535,6,95035,hh_3007901
799136,2537,7,95062,hh_2625024
799146,2538,6,95048,hh_1434645
799153,2539,7,95065,hh_2624434
799160,2540,7,95062,hh_2561855
799234,2541,6,95052,hh_4656426
801260,2544,7,95063,hh_2564260
801265,2545,7,132193,hh_3015844
801385,2546,6,95033,hh_3007044
801986,2547,6,95026,hh_3007101
802466,2548,6,95020,hh_4656083
802487,2549,6,95047,hh_2981333
802662,2550,6,95053,hh_2981516
802715,2551,6,95052,hh_1434616
802836,2552,6,95051,hh_3007405
804046,2555,6,95035,hh_3006850
804076,2557,7,95062,hh_2979000
805969,2559,6,95033,hh_3000444
810725,2565,7,95062,hh_2979869
812025,2568,7,95067,hh_3006367
812027,2569,7,95064,hh_2995755
812032,2570,7,132193,hh_3001026
812034,2571,6,95026,hh_3000604
812040,2573,6,95046,hh_3008910
812083,2574,6,95042,hh_2996344
812091,2577,6,95040,hh_3000633
812096,2580,7,95063,hh_4656445
812102,2582,7,95062,hh_3000514
812103,2583,7,132193,hh_3001865
812107,2585,6,95043,hh_3007559
812117,2589,7,95067,hh_4656944
812119,2590,7,95063,hh_2980473
812120,2591,7,95068,hh_2980657
812126,2593,6,95046,hh_3005990
812131,2594,7,95061,hh_3007718
812132,2595,6,95060,hh_2982119
812135,2597,6,95053,hh_2979919
812138,2599,6,134849,hh_3007120
812140,2601,6,95027,hh_3005548
812141,2602,6,95023,hh_2605291
812150,2605,7,95062,hh_3005135
812151,2606,7,95066,hh_3005584
813191,2610,7,95064,hh_3001557
813971,2612,6,95039,hh_3004986
814686,2614,7,95064,hh_2995025
814750,2615,7,95063,hh_4575584
814821,2616,6,95053,hh_4657154
815900,2617,6,95045,hh_2979029
816223,2620,7,95071,hh_3008533
816814,2621,6,95040,hh_3001444
816996,2628,6,95057,hh_3005282
818033,2629,5,95108,hh_2995981
818541,2630,7,95071,hh_1339340
819272,2632,7,95071,hh_2559952
819383,2635,7,95061,hh_2604630
821207,2638,7,95064,hh_2994219
821373,2640,7,95064,hh_2994851
821376,2641,7,95064,hh_2999211
822269,2645,7,95064,hh_2993672
822758,2647,6,95048,hh_4656688
823312,2649,7,95066,hh_2981642
823318,2652,7,95065,hh_3006385
823321,2654,6,134849,hh_3008557
823323,2655,6,95051,hh_2981370
823330,2661,7,132193,hh_3001786
823331,2662,7,95065,hh_3002150
823332,2663,6,95019,hh_3008103
823347,2665,7,132193,hh_3008415
823357,2669,6,95041,hh_2980341
823361,2671,6,95021,hh_4996254
823363,2673,6,95056,hh_2982235
823366,2675,6,95060,hh_2981273
823369,2677,6,95035,hh_2624221
823371,2679,7,95066,hh_3005586
823386,2686,7,95071,hh_3002017
823547,2687,6,95057,hh_2978925
824086,2688,7,95062,hh_2604348
826594,2692,6,95059,hh_3008826
826598,2695,7,95061,hh_3000839
826599,2696,7,95062,hh_3000788
826601,2697,7,95108,hh_3014396
826602,2698,7,132193,hh_1654759
826603,2699,7,132193,hh_3008469
826604,2700,6,95056,hh_2981436
827070,2701,6,95051,hh_3005055
827955,2703,7,95066,hh_2982251
828235,2705,7,95062,hh_2623614
828718,2706,8,95062,hh_2603254
830089,2710,7,95064,hh_2997783
830090,2711,7,95064,hh_2996526
834429,2713,7,132193,hh_3001892
840842,2717,6,95057,hh_3007309
840857,2724,8,95063,hh_2979296
840865,2729,7,95065,hh_2979089
840868,2730,7,95062,hh_3007764
840869,2731,7,95063,hh_2605486
840873,2734,7,95061,hh_3011192
840874,2735,6,95047,hh_3001496
840877,2738,6,95032,hh_2981311
840881,2739,7,95065,hh_2604631
840884,2742,7,95065,hh_2605289
840885,2743,7,95065,hh_3005077
842516,2744,7,95065,hh_3005495
842522,2745,7,95067,hh_2605481
842523,2746,7,95063,hh_2980231
842528,2748,6,95024,hh_3007236
842535,2749,7,95068,hh_2981055
842540,2753,6,95052,hh_4656396
842923,2758,7,95062,hh_2625024
842957,2761,7,95065,hh_2604309
843133,2762,12,95068,hh_2563117
844721,2763,7,132193,hh_3008606
847012,2764,7,95071,hh_2586217
847901,2765,6,95023,hh_2602668
850267,2768,7,132193,hh_3001311
853044,2770,7,95067,hh_4656183
853057,2772,7,95065,hh_2604974
853246,2773,6,95108,hh_2613708
855267,2775,12,95062,hh_1386683
855268,2776,7,95064,hh_3014117
855272,2779,6,95060,hh_2979088
855275,2782,6,95020,hh_4656117
855507,2783,7,95068,hh_3007388
858966,2784,7,95067,hh_2983239
859981,2785,8,95063,hh_3010701
860401,2788,7,95063,hh_2566432
861137,2789,7,95071,hh_2561803
863397,2792,7,95064,hh_2995660
887554,2796,7,95065,hh_3006233
887562,2798,7,95061,hh_3007373
887563,2799,6,95022,hh_3006210
887565,2801,6,95056,hh_2979072
887566,2802,6,95025,hh_2979442
887569,2804,6,95025,hh_2980499
887570,2805,7,95068,hh_2981498
887571,2806,7,132193,hh_2588193
893243,2807,6,95035,hh_2981802
894536,2809,7,95071,hh_2998426
894676,2810,11,95064,hh_1692478
895858,2812,6,95044,hh_3009099
895859,2813,8,132193,hh_2995684
912771,2814,10,132193,hh_2995684
912772,2815,6,95060,hh_2979636
912773,2816,6,95025,hh_2979421
912774,2817,7,95067,hh_3000659
912775,2818,7,95061,hh_2979446
912776,2819,7,132193,hh_3001239
921809,2820,7,95065,hh_3005904
921821,2822,6,95024,hh_2981448
921823,2824,6,95034,hh_3005497
921824,2825,7,95063,hh_2979332
921826,2827,8,132193,hh_3001133
921828,2829,7,132193,hh_3014148
925573,2831,6,95057,hh_3006232
942753,2834,6,95024,hh_3007379
944728,2841,7,95065,hh_2604662
944827,2843,6,95039,hh_3004988
948454,2844,9,132193,hh_4594726
967339,2848,8,95062,hh_2980372
990417,2855,8,95066,hh_3006861
991771,2859,6,95035,hh_2981795
995386,2860,7,132193,hh_3014470
998966,2862,7,95063,hh_1434863
999408,2864,7,95065,hh_2624543
999415,2866,8,95064,hh_2984137
999558,2867,6,95026,hh_3000840
1004612,2868,9,95063,hh_2980366
1014149,2872,7,132193,hh_3014785
1014154,2873,6,95055,hh_2979708
1019261,2874,6,95060,hh_4656666
1035489,2878,6,95025,hh_2979340
1035494,2880,6,95034,hh_2979619
1035496,2882,9,132193,hh_3014496
1036830,2886,6,95035,hh_3006183
1041273,2887,7,132193,hh_2995684
1043881,2888,6,95030,hh_2980101
1059201,2890,6,95027,hh_2979225
1061186,2892,6,95059,hh_4596213
1061809,2894,14,136176,hh_1384626
1071734,2899,6,95055,hh_2979693
1071736,2901,6,95020,hh_3014402
1071737,2902,6,95024,hh_3007089
1071738,2903,9,95063,hh_2980339
1072467,2905,6,95021,hh_3007593
1075017,2908,6,95103,hh_1333304
1076603,2909,6,95060,hh_2979337
1076731,2910,6,95034,hh_2979990
1076943,2911,6,95046,hh_3006170
1078161,2912,6,95024,hh_2981531
1078381,2914,6,95032,hh_2980298
1080471,2916,6,95030,hh_2981418
1081547,2920,10,95067,hh_2980366
1083374,2921,6,95051,hh_3000268
1085879,2924,6,95033,hh_3007147
1085960,2925,6,95021,hh_3009071
1087064,2927,6,95034,hh_2980047
1087829,2928,6,95026,hh_3000344
1087830,2929,6,95037,hh_3007184
1088093,2930,6,95051,hh_3006701
1093057,2934,10,95061,hh_3001506
1093058,2935,7,95108,hh_1694002
1094623,2938,5,125354,hh_4656282
1097901,2943,6,95024,hh_3000295
1101272,2946,6,95025,hh_2979599
1103420,2948,10,95064,hh_2996940
1104732,2952,6,127257,hh_3008289
1105412,2953,6,95031,hh_3001803
1106767,2955,6,95025,hh_2979330
1107588,2956,6,95022,hh_2981910
1109127,2957,7,95064,hh_2998448
1111257,2958,6,127257,hh_3008840
1113111,2960,6,95032,hh_3005366
1114564,2961,7,95064,hh_2994420
1114740,2962,6,95057,hh_3006347
